type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
discharge,[2008.       4.      30.      22.      14.      54.062],24,B0007,177,5914,05914.csv,1.760081061854204,,
impedance,[2008.       4.      30.      23.      10.      36.859],24,B0007,178,5915,05915.csv,,0.047713850867314125,0.07104861
charge,[2008.      4.     30.     23.     42.     27.25],24,B0007,179,5916,05916.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 2.0000e+00 4.3000e+01 4.2562e+01],24,B0007,180,5917,05917.csv,,0.047620933,0.069596375
discharge,[2.008e+03 5.000e+00 1.000e+00 3.000e+00 1.500e+01 3.314e+01],24,B0007,181,5918,05918.csv,1.749647593537689,,
impedance,[2.008e+03 5.000e+00 1.000e+00 4.000e+00 1.100e+01 7.078e+00],24,B0007,182,5919,05919.csv,,0.047993983,0.0715534
charge,[2.0080e+03 5.0000e+00 1.0000e+00 4.0000e+00 4.2000e+01 5.7703e+01],24,B0007,183,5920,05920.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 7.0000e+00 4.4000e+01 1.2656e+01],24,B0007,184,5921,05921.csv,,0.046479962,0.071098052
discharge,[2.008e+03 5.000e+00 1.000e+00 8.000e+00 1.600e+01 3.343e+00],24,B0007,185,5922,05922.csv,1.749650075059311,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 9.0000e+00 1.1000e+01 2.7593e+01],24,B0007,186,5923,05923.csv,,0.04743838,0.070116018
charge,[2.0080e+03 5.0000e+00 1.0000e+00 9.0000e+00 4.3000e+01 1.8359e+01],24,B0007,187,5924,05924.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.2000e+01 4.2000e+01 3.4015e+01],24,B0007,188,5925,05925.csv,,0.04796925,0.070892511
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.3000e+01 1.4000e+01 2.4875e+01],24,B0007,189,5926,05926.csv,1.745028739214683,,
impedance,[2.008e+03 5.000e+00 1.000e+00 1.400e+01 9.000e+00 5.064e+01],24,B0007,190,5927,05927.csv,,0.048992220667641126,0.070408149
charge,[2.0080e+03 5.0000e+00 1.0000e+00 1.4000e+01 4.1000e+01 4.1578e+01],24,B0007,191,5928,05928.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.7000e+01 3.9000e+01 2.0015e+01],24,B0007,192,5929,05929.csv,,0.048225418,0.070976916
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.8000e+01 1.1000e+01 1.0984e+01],24,B0007,193,5930,05930.csv,1.7396457455286727,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.9000e+01 6.0000e+00 2.6859e+01],24,B0007,194,5931,05931.csv,,0.048214701,0.069616872
charge,[2.0080e+03 5.0000e+00 1.0000e+00 1.9000e+01 3.8000e+01 1.7968e+01],24,B0007,195,5932,05932.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 2.2000e+01 3.8000e+01 2.4062e+01],24,B0007,196,5933,05933.csv,,0.04908955,0.070228737
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 2.3000e+01 1.0000e+01 1.5265e+01],24,B0007,197,5934,05934.csv,1.7285642277717963,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 0.0000e+00 5.0000e+00 3.1015e+01],24,B0007,198,5935,05935.csv,,0.047912972518477946,0.069481202
charge,[2.0080e+03 5.0000e+00 2.0000e+00 0.0000e+00 3.7000e+01 2.2234e+01],24,B0007,199,5936,05936.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 2.1000e+01 4.3218e+01],24,B0007,200,5937,05937.csv,,0.048817413924019566,0.071894074
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 5.3000e+01 3.4765e+01],24,B0007,201,5938,05938.csv,1.723900324588418,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 4.0000e+00 4.8000e+01 3.3343e+01],24,B0007,202,5939,05939.csv,,0.047610408,0.070361215
charge,[2.0080e+03 5.0000e+00 2.0000e+00 5.0000e+00 2.0000e+01 2.4687e+01],24,B0007,203,5940,05940.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 1.2000e+01 4.9328e+01],24,B0007,204,5941,05941.csv,,0.048892195,0.070126051
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 4.4000e+01 4.0859e+01],24,B0007,205,5942,05942.csv,1.7139788776485192,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 9.0000e+00 3.9000e+01 4.0343e+01],24,B0007,206,5943,05943.csv,,0.048347237713963785,0.07029953
charge,[2.0080e+03 5.0000e+00 2.0000e+00 1.0000e+01 1.1000e+01 3.1921e+01],24,B0007,207,5944,05944.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 1.3000e+01 1.1000e+01 1.3468e+01],24,B0007,208,5945,05945.csv,,0.047423219,0.069077619
discharge,[2.008e+03 5.000e+00 2.000e+00 1.300e+01 4.300e+01 5.093e+00],24,B0007,209,5946,05946.csv,1.7139701997004613,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 1.4000e+01 3.7000e+01 5.5109e+01],24,B0007,210,5947,05947.csv,,0.050111225517516046,0.069600733
charge,[2.0080e+03 5.0000e+00 2.0000e+00 1.5000e+01 9.0000e+00 4.6812e+01],24,B0007,211,5948,05948.csv,,,
impedance,[2.008e+03 5.000e+00 2.000e+00 1.800e+01 1.100e+01 3.593e+00],24,B0007,212,5949,05949.csv,,0.048460437754935325,0.070837534
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 1.9000e+01 7.0000e+00 4.8359e+01],24,B0007,213,5950,05950.csv,1.7036521173638766,,
charge,[2.0080e+03 5.0000e+00 2.0000e+00 2.0000e+01 2.8000e+01 2.5781e+01],24,B0007,214,5951,05951.csv,,,
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 2.3000e+01 2.4000e+01 1.7687e+01],24,B0007,215,5952,05952.csv,1.7040137474382486,,
impedance,[2008.       5.       3.       0.      18.      59.734],24,B0007,216,5953,05953.csv,,0.048745284,0.072489475
charge,[2008.       5.       3.       0.      50.      52.187],24,B0007,217,5954,05954.csv,,,
impedance,[2008.       5.       3.       3.      41.      16.453],24,B0007,218,5955,05955.csv,,0.04890922,0.072243753
discharge,[2008.       5.       3.       4.      13.       8.609],24,B0007,219,5956,05956.csv,1.6935716157343033,,
impedance,[2008.       5.       3.       5.       7.      41.812],24,B0007,220,5957,05957.csv,,0.048348014,0.07007228
charge,[2008.       5.       3.       5.      39.      33.921],24,B0007,221,5958,05958.csv,,,
impedance,[2008.       5.       3.       8.      38.      27.484],24,B0007,222,5959,05959.csv,,0.050493415,0.071477928
discharge,[2008.       5.       3.       9.      10.      19.812],24,B0007,223,5960,05960.csv,1.6876577363877656,,
impedance,[2008.       5.       3.      10.       4.      43.296],24,B0007,224,5961,05961.csv,,0.047906146,0.070766567
charge,[2008.       5.       3.      10.      36.      35.781],24,B0007,225,5962,05962.csv,,,
impedance,[2008.       5.       3.      13.      32.      41.671],24,B0007,226,5963,05963.csv,,0.049653807534869046,0.072815113
discharge,[2008.       5.       3.      14.       4.      34.187],24,B0007,227,5964,05964.csv,1.6830744356583152,,
impedance,[2008.       5.       3.      14.      58.      49.093],24,B0007,228,5965,05965.csv,,0.048156313,0.070314877
charge,[2008.      5.      3.     15.     30.     41.64],24,B0007,229,5966,05966.csv,,,
impedance,[2008.       5.       3.      18.      26.      20.765],24,B0007,230,5967,05967.csv,,0.049804698569480284,0.071836932
discharge,[2008.       5.       3.      18.      58.      13.468],24,B0007,231,5968,05968.csv,1.6779270142025482,,
impedance,[2008.       5.       3.      19.      52.      28.578],24,B0007,232,5969,05969.csv,,0.048718665,0.070731108
charge,[2008.       5.       3.      20.      24.      21.312],24,B0007,233,5970,05970.csv,,,
impedance,[2008.      5.      3.     23.     10.     37.25],24,B0007,234,5971,05971.csv,,0.049601421,0.072121141
discharge,[2008.       5.       3.      23.      42.      30.093],24,B0007,235,5972,05972.csv,1.6732060275966172,,
impedance,[2008.       5.       4.       0.      36.      36.703],24,B0007,236,5973,05973.csv,,0.048309782,0.07064085
charge,[2.0080e+03 5.0000e+00 4.0000e+00 1.0000e+00 8.0000e+00 2.9578e+01],24,B0007,237,5974,05974.csv,,,
impedance,[2008.       5.       4.       4.       9.      47.078],24,B0007,238,5975,05975.csv,,0.04933287,0.072637844
discharge,[2008    5    4    4   41   40],24,B0007,239,5976,05976.csv,1.6674367208253988,,
impedance,[2008.       5.       4.       5.      35.      36.578],24,B0007,240,5977,05977.csv,,0.048022007,0.071076342
charge,[2008.       5.       4.       6.       7.      29.546],24,B0007,241,5978,05978.csv,,,
impedance,[2008.       5.       4.       9.       8.      18.734],24,B0007,242,5979,05979.csv,,0.048245150285560964,0.073444173
discharge,[2008.       5.       4.       9.      40.      11.906],24,B0007,243,5980,05980.csv,1.6622662630667526,,
impedance,[2008.       5.       4.      10.      34.       8.906],24,B0007,244,5981,05981.csv,,0.048878564,0.070679796
charge,[2008.       5.       4.      11.       6.       2.078],24,B0007,245,5982,05982.csv,,,
impedance,[2008.       5.       4.      14.       6.      20.031],24,B0007,246,5983,05983.csv,,0.050015129,0.073819366
discharge,[2008.       5.       4.      14.      38.      13.359],24,B0007,247,5984,05984.csv,1.6574243065763063,,
impedance,[2.008e+03 5.000e+00 4.000e+00 1.500e+01 3.200e+01 1.953e+00],24,B0007,248,5985,05985.csv,,0.049124437,0.070042531
charge,[2008.       5.       4.      16.       3.      55.281],24,B0007,249,5986,05986.csv,,,
impedance,[2008.       5.       4.      19.       5.      14.343],24,B0007,250,5987,05987.csv,,0.047456705587096075,0.07255601
discharge,[2008.      5.      4.     19.     37.      7.89],24,B0007,251,5988,05988.csv,1.652538684928734,,
impedance,[2008.       5.       4.      20.      30.      47.687],24,B0007,252,5989,05989.csv,,0.048937133,0.071098768
charge,[2.0080e+03 5.0000e+00 4.0000e+00 2.1000e+01 2.0000e+00 4.1203e+01],24,B0007,253,5990,05990.csv,,,
impedance,[2.008e+03 5.000e+00 5.000e+00 0.000e+00 4.000e+00 2.500e-01],24,B0007,254,5991,05991.csv,,0.048886406569936064,0.072898684
discharge,[2008.       5.       5.       0.      35.      53.968],24,B0007,255,5992,05992.csv,1.6472174627573322,,
impedance,[2.0080e+03 5.0000e+00 5.0000e+00 1.0000e+00 2.9000e+01 2.4203e+01],24,B0007,256,5993,05993.csv,,0.049111039,0.071475602
charge,[2.008e+03 5.000e+00 5.000e+00 2.000e+00 1.000e+00 1.789e+01],24,B0007,257,5994,05994.csv,,,
impedance,[2008    5    5    4   56   20],24,B0007,258,5995,05995.csv,,0.049042405,0.072023713
discharge,[2008.       5.       5.       5.      28.      13.937],24,B0007,259,5996,05996.csv,1.6364136810898071,,
impedance,[2008.       5.       5.       6.      21.      44.546],24,B0007,260,5997,05997.csv,,0.050301513,0.073820117
charge,[2008.       5.       5.       6.      53.      38.406],24,B0007,261,5998,05998.csv,,,
impedance,[2008.      5.      5.      9.     54.     58.25],24,B0007,262,5999,05999.csv,,0.048619817,0.072234706
discharge,[2008.     5.     5.    11.    41.    31.5],24,B0007,263,6000,06000.csv,1.6362554312048496,,
charge,[2008.       5.       5.      17.      40.      16.687],24,B0007,264,6001,06001.csv,,,
discharge,[2008.       5.       5.      20.      40.       8.562],24,B0007,265,6002,06002.csv,1.641119179218384,,
impedance,[2008.      5.      5.     21.     33.     38.39],24,B0007,266,6003,06003.csv,,0.048585908,0.072234124
charge,[2008.     5.     5.    22.     5.    32.5],24,B0007,267,6004,06004.csv,,,
impedance,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 6.0000e+00 5.2015e+01],24,B0007,268,6005,06005.csv,,0.048307392,0.07449611
discharge,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 3.8000e+01 4.6265e+01],24,B0007,269,6006,06006.csv,1.6315700789656966,,
impedance,[2.0080e+03 5.0000e+00 6.0000e+00 2.0000e+00 3.1000e+01 5.9093e+01],24,B0007,270,6007,06007.csv,,0.048768588,0.070645675
charge,[2008.      5.      6.      3.      3.     53.39],24,B0007,271,6008,06008.csv,,,
impedance,[2008.       5.       6.       6.       5.      11.921],24,B0007,272,6009,06009.csv,,0.048077141,0.074037703
discharge,[2008.       5.       6.       6.      37.       6.296],24,B0007,273,6010,06010.csv,1.621213282987236,,
impedance,[2008.       5.       6.       7.      30.      10.578],24,B0007,274,6011,06011.csv,,0.048124193,0.072189492
charge,[2.008e+03 5.000e+00 6.000e+00 8.000e+00 2.000e+00 5.062e+00],24,B0007,275,6012,06012.csv,,,
impedance,[2008.       5.       6.      10.      53.      26.531],24,B0007,276,6013,06013.csv,,0.048897202430558395,0.071936745
discharge,[2008.       5.       6.      11.      25.      21.031],24,B0007,277,6014,06014.csv,1.6164273214762122,,
impedance,[2008.       5.       6.      12.      18.      26.171],24,B0007,278,6015,06015.csv,,0.048287687725557416,0.071193192
charge,[2008.       5.       6.      12.      50.      20.781],24,B0007,279,6016,06016.csv,,,
impedance,[2008.       5.       6.      15.      51.      41.546],24,B0007,280,6017,06017.csv,,0.050605193,0.074004711
discharge,[2008.       5.       6.      16.      23.      36.296],24,B0007,281,6018,06018.csv,1.615823510161921,,
impedance,[2008.       5.       6.      17.      16.      40.109],24,B0007,282,6019,06019.csv,,0.051889859,0.073379688
charge,[2008.       5.       6.      17.      48.      34.906],24,B0007,283,6020,06020.csv,,,
impedance,[2008.       5.       6.      20.      49.      54.421],24,B0007,284,6021,06021.csv,,0.055132275,0.074631884
discharge,[2008.       5.       6.      21.      21.      49.265],24,B0007,285,6022,06022.csv,1.61672418,,
impedance,[2008.       5.       6.      22.      14.      45.453],24,B0007,286,6023,06023.csv,,0.053148108,0.074197859
charge,[2008.       5.       6.      22.      46.      40.375],24,B0007,287,6024,06024.csv,,,
impedance,[2.0080e+03 5.0000e+00 7.0000e+00 1.0000e+00 4.5000e+01 3.0125e+01],24,B0007,288,6025,06025.csv,,0.052122387063300676,0.075303358
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 2.0000e+00 1.7000e+01 2.5156e+01],24,B0007,289,6026,06026.csv,1.6108655863730026,,
impedance,[2008.       5.       7.       3.      10.      20.671],24,B0007,290,6027,06027.csv,,0.051886743475727706,0.073316812
charge,[2008.      5.      7.      3.     42.     15.75],24,B0007,291,6028,06028.csv,,,
impedance,[2008.       5.       7.       6.      32.       6.906],24,B0007,292,6029,06029.csv,,0.050775718,0.074963785
discharge,[2008.       5.       7.       7.       4.       2.109],24,B0007,293,6030,06030.csv,1.6006603374309376,,
impedance,[2008.      5.      7.      7.     56.     39.25],24,B0007,294,6031,06031.csv,,0.0512788,0.074134046
charge,[2008.       5.       7.       8.      28.      34.453],24,B0007,295,6032,06032.csv,,,
impedance,[2008.       5.       7.      11.      29.      54.546],24,B0007,296,6033,06033.csv,,0.051267249,0.075411597
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 1.2000e+01 1.0000e+00 4.9906e+01],24,B0007,297,6034,06034.csv,1.5959174487005663,,
impedance,[2008.      5.      7.     12.     54.     18.25],24,B0007,298,6035,06035.csv,,0.051620748,0.074567607
charge,[2008.       5.       7.      13.      26.      13.671],24,B0007,299,6036,06036.csv,,,
impedance,[2008.       5.       7.      16.      27.      34.437],24,B0007,300,6037,06037.csv,,0.051355678502895456,0.074964965
discharge,[2008.       5.       7.      16.      59.      29.937],24,B0007,301,6038,06038.csv,1.5962179519462243,,
impedance,[2008.       5.       7.      17.      51.      59.125],24,B0007,302,6039,06039.csv,,0.05218774,0.073026461
charge,[2008.       5.       7.      18.      23.      54.687],24,B0007,303,6040,06040.csv,,,
impedance,[2008    5    7   21   24   14],24,B0007,304,6041,06041.csv,,0.051948957,0.074699068
discharge,[2008.       5.       7.      21.      56.       9.656],24,B0007,305,6042,06042.csv,1.5958065114633972,,
impedance,[2008.      5.      7.     22.     48.     38.75],24,B0007,306,6043,06043.csv,,0.051323546192023374,0.073940565
charge,[2008.       5.       7.      23.      20.      34.515],24,B0007,307,6044,06044.csv,,,
impedance,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 2.1000e+01 5.4109e+01],24,B0007,308,6045,06045.csv,,0.051286675,0.07539484
discharge,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 5.3000e+01 4.9937e+01],24,B0007,309,6046,06046.csv,1.5906507821480704,,
impedance,[2008.       5.       8.       3.      46.       9.968],24,B0007,310,6047,06047.csv,,0.052841857026562786,0.073858065
impedance,[2008.       5.       9.      11.      53.      10.593],24,B0007,311,6048,06048.csv,,0.055028138,0.077059202
discharge,[2008    5    9   12   25    7],24,B0007,312,6049,06049.csv,1.6888211161855506,,
impedance,[2008.       5.       9.      13.      19.      35.703],24,B0007,313,6050,06050.csv,,0.055272662,0.076664816
charge,[2008.       5.       9.      17.      26.      51.968],24,B0007,314,6051,06051.csv,,,
discharge,[2008.       5.       9.      20.      28.       9.734],24,B0007,315,6052,06052.csv,1.6259938279733204,,
impedance,[2008.       5.       9.      21.      21.       3.765],24,B0007,316,6053,06053.csv,,0.053784131,0.076307047
charge,[2.008e+03 5.000e+00 9.000e+00 2.100e+01 5.300e+01 2.810e-01],24,B0007,317,6054,06054.csv,,,
impedance,[2008.       5.      10.       0.      49.      59.984],24,B0007,318,6055,06055.csv,,0.053241023,0.07558335
discharge,[2.008e+03 5.000e+00 1.000e+01 1.000e+00 2.100e+01 5.650e+01],24,B0007,319,6056,06056.csv,1.6157433862812898,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+01 2.0000e+00 1.4000e+01 4.2109e+01],24,B0007,320,6057,06057.csv,,0.054786505,0.077431912
charge,[2.0080e+03 5.0000e+00 1.0000e+01 2.0000e+00 4.6000e+01 3.8734e+01],24,B0007,321,6058,06058.csv,,,
impedance,[2008.       5.      10.       5.      46.      15.296],24,B0007,322,6059,06059.csv,,0.0527347,0.075742628
discharge,[2008    5   10    6   18   12],24,B0007,323,6060,06060.csv,1.6056626764846538,,
impedance,[2008.       5.      10.       7.      10.      49.593],24,B0007,324,6061,06061.csv,,0.0542769,0.075171256
charge,[2008.       5.      10.       7.      42.      46.312],24,B0007,325,6062,06062.csv,,,
impedance,[2008.       5.      10.      10.      44.       7.859],24,B0007,326,6063,06063.csv,,0.054101669766115246,0.07605862
discharge,[2008.       5.      10.      11.      16.       4.843],24,B0007,327,6064,06064.csv,1.5949746921524348,,
impedance,[2008.       5.      10.      12.       8.      32.875],24,B0007,328,6065,06065.csv,,0.053355551,0.076241997
charge,[2008.      5.     10.     12.     40.     29.89],24,B0007,329,6066,06066.csv,,,
impedance,[2008.      5.     10.     15.     39.     59.14],24,B0007,330,6067,06067.csv,,0.053379437619037746,0.076876925
discharge,[2008.       5.      10.      16.      11.      56.109],24,B0007,331,6068,06068.csv,1.5904102438871945,,
impedance,[2008.       5.      10.      17.       4.      16.015],24,B0007,332,6069,06069.csv,,0.055185125,0.076733433
charge,[2008.       5.      10.      17.      36.      13.062],24,B0007,333,6070,06070.csv,,,
impedance,[2008.       5.      10.      20.      35.      57.437],24,B0007,334,6071,06071.csv,,0.05523767,0.078843811
discharge,[2008.       5.      10.      21.       7.      54.625],24,B0007,335,6072,06072.csv,1.5853517062988178,,
impedance,[2008.       5.      10.      22.       0.       5.781],24,B0007,336,6073,06073.csv,,0.053994133680981084,0.077739886
charge,[2008.       5.      10.      22.      32.       2.937],24,B0007,337,6074,06074.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.1000e+01 1.0000e+00 3.3000e+01 2.4437e+01],24,B0007,338,6075,06075.csv,,0.054439338280930595,0.077854205
discharge,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.0000e+00 2.1796e+01],24,B0007,339,6076,06076.csv,1.5799737147242376,,
impedance,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.7000e+01 3.2984e+01],24,B0007,340,6077,06077.csv,,0.055109377347250715,0.076230698
charge,[2008.       5.      11.       3.      29.      30.359],24,B0007,341,6078,06078.csv,,,
impedance,[2008.      5.     11.      6.     23.     30.25],24,B0007,342,6079,06079.csv,,0.054054876,0.078211056
discharge,[2008.       5.      11.       6.      55.      27.734],24,B0007,343,6080,06080.csv,1.5752185465278068,,
impedance,[2008.       5.      11.       7.      47.      30.468],24,B0007,344,6081,06081.csv,,0.054790702,0.077131659
charge,[2008.       5.      11.       8.      19.      27.953],24,B0007,345,6082,06082.csv,,,
impedance,[2008.       5.      11.      11.      20.      49.578],24,B0007,346,6083,06083.csv,,0.053353227,0.078198673
discharge,[2008.       5.      11.      11.      52.      47.187],24,B0007,347,6084,06084.csv,1.569798484648868,,
impedance,[2008.       5.      11.      12.      44.      40.703],24,B0007,348,6085,06085.csv,,0.053728503,0.076126746
charge,[2008.      5.     11.     13.     16.     38.64],24,B0007,349,6086,06086.csv,,,
impedance,[2.008e+03 5.000e+00 1.100e+01 1.600e+01 1.800e+01 8.120e-01],24,B0007,350,6087,06087.csv,,0.053547797,0.077998405
discharge,[2008.       5.      11.      16.      49.      58.921],24,B0007,351,6088,06088.csv,1.5702565375950357,,
impedance,[2008.       5.      11.      17.      41.      53.265],24,B0007,352,6089,06089.csv,,0.053428804,0.074753966
charge,[2008.       5.      11.      18.      13.      51.109],24,B0007,353,6090,06090.csv,,,
impedance,[2008.       5.      11.      21.      15.      14.843],24,B0007,354,6091,06091.csv,,0.054296311,0.077556056
discharge,[2008.       5.      11.      21.      47.      12.843],24,B0007,355,6092,06092.csv,1.565249873909438,,
impedance,[2008.       5.      11.      22.      38.      57.843],24,B0007,356,6093,06093.csv,,0.054661842,0.078460159
charge,[2008.       5.      11.      23.      10.      55.875],24,B0007,357,6094,06094.csv,,,
impedance,[2.008e+03 5.000e+00 1.200e+01 2.000e+00 5.000e+00 7.030e-01],24,B0007,358,6095,06095.csv,,0.054140507846383475,0.07849104
discharge,[2.0080e+03 5.0000e+00 1.2000e+01 2.0000e+00 3.6000e+01 5.8921e+01],24,B0007,359,6096,06096.csv,1.559633933561147,,
impedance,[2008.       5.      12.       3.      28.      34.484],24,B0007,360,6097,06097.csv,,0.053882401638940244,0.077478557
charge,[2008.       5.      12.       4.       0.      32.718],24,B0007,361,6098,06098.csv,,,
impedance,[2008.       5.      12.      12.      24.      36.453],24,B0007,362,6099,06099.csv,,0.054977362,0.078638734
discharge,[2008.       5.      12.      12.      56.      34.781],24,B0007,363,6100,06100.csv,1.5649820533392105,,
impedance,[2008.      5.     12.     13.     48.     19.89],24,B0007,364,6101,06101.csv,,0.054276164,0.075377759
charge,[2008.      5.     12.     16.     11.     11.14],24,B0007,365,6102,06102.csv,,,
discharge,[2008.       5.      12.      18.      59.      59.453],24,B0007,366,6103,06103.csv,1.5749795,,
impedance,[2008.       5.      12.      19.      51.      52.953],24,B0007,367,6104,06104.csv,,0.05377475,0.076163093
charge,[2008.       5.      12.      20.      23.      51.828],24,B0007,368,6105,06105.csv,,,
impedance,[2008.       5.      12.      23.      21.      19.078],24,B0007,369,6106,06106.csv,,0.054523978157317556,0.07817279
discharge,[2008.       5.      12.      23.      53.      17.609],24,B0007,370,6107,06107.csv,1.5652811168780458,,
impedance,[2008.      5.     13.      0.     44.     53.25],24,B0007,371,6108,06108.csv,,0.05318054,0.075462141
charge,[2.0080e+03 5.0000e+00 1.3000e+01 1.0000e+00 1.6000e+01 5.1859e+01],24,B0007,372,6109,06109.csv,,,
impedance,[2008.      5.     13.      4.      3.     26.64],24,B0007,373,6110,06110.csv,,0.054412388,0.078168066
discharge,[2008.       5.      13.       4.      35.      25.359],24,B0007,374,6111,06111.csv,1.559755497470126,,
impedance,[2008.       5.      13.       5.      26.      51.781],24,B0007,375,6112,06112.csv,,0.05409519,0.076843632
charge,[2008.       5.      13.       5.      58.      50.796],24,B0007,376,6113,06113.csv,,,
impedance,[2008.      5.     13.      8.     52.      5.89],24,B0007,377,6114,06114.csv,,0.054512192,0.076510546
discharge,[2008.       5.      13.       9.      24.       4.718],24,B0007,378,6115,06115.csv,1.549897685670499,,
impedance,[2008.       5.      13.      10.      15.       2.906],24,B0007,379,6116,06116.csv,,0.056164422063534065,0.077699325
charge,[2.008e+03 5.000e+00 1.300e+01 1.000e+01 4.700e+01 1.828e+00],24,B0007,380,6117,06117.csv,,,
impedance,[2008.       5.      13.      13.      48.      25.875],24,B0007,381,6118,06118.csv,,0.052351911552094406,0.077256495
discharge,[2008.       5.      13.      14.      20.      24.937],24,B0007,382,6119,06119.csv,1.5438771531345021,,
impedance,[2008.       5.      13.      15.      11.      42.234],24,B0007,383,6120,06120.csv,,0.055616723,0.07570816
charge,[2008.       5.      13.      15.      43.      41.296],24,B0007,384,6121,06121.csv,,,
impedance,[2008.       5.      13.      18.      32.      21.281],24,B0007,385,6122,06122.csv,,0.055582769847162185,0.077234772
discharge,[2008.       5.      13.      19.       4.      20.531],24,B0007,386,6123,06123.csv,1.5450187488690073,,
impedance,[2008.       5.      13.      19.      55.      29.859],24,B0007,387,6124,06124.csv,,0.054893315578426714,0.078441785
charge,[2008.       5.      13.      20.      27.      29.109],24,B0007,388,6125,06125.csv,,,
impedance,[2008.       5.      13.      23.      27.      26.625],24,B0007,389,6126,06126.csv,,0.054740893,0.079018416
discharge,[2008.       5.      13.      23.      59.      26.015],24,B0007,390,6127,06127.csv,1.5445940154102908,,
impedance,[2008.      5.     14.      0.     50.     35.39],24,B0007,391,6128,06128.csv,,0.055599757,0.076234538
charge,[2.0080e+03 5.0000e+00 1.4000e+01 1.0000e+00 2.2000e+01 3.4765e+01],24,B0007,392,6129,06129.csv,,,
impedance,[2008.       5.      14.       4.      23.      57.968],24,B0007,393,6130,06130.csv,,0.055237233438058246,0.079939313
discharge,[2008.       5.      14.       4.      55.      57.453],24,B0007,394,6131,06131.csv,1.5343086721758876,,
impedance,[2008.       5.      14.       5.      46.      58.078],24,B0007,395,6132,06132.csv,,0.053962742,0.07868889
charge,[2008.       5.      14.       6.      18.      57.625],24,B0007,396,6133,06133.csv,,,
impedance,[2008    5   14    9   20   22],24,B0007,397,6134,06134.csv,,0.057265348,0.079423122
discharge,[2008.       5.      14.       9.      52.      22.062],24,B0007,398,6135,06135.csv,1.5287603942958483,,
impedance,[2008.       5.      14.      10.      43.      12.953],24,B0007,399,6136,06136.csv,,0.054114632,0.076129609
charge,[2008.       5.      14.      11.      15.      12.671],24,B0007,400,6137,06137.csv,,,
impedance,[2008.      5.     14.     14.      3.     22.75],24,B0007,401,6138,06138.csv,,0.051070648,0.078764847
discharge,[2008.       5.      14.      14.      35.      22.515],24,B0007,402,6139,06139.csv,1.5289260249179843,,
impedance,[2008.       5.      14.      15.      26.      13.546],24,B0007,403,6140,06140.csv,,0.052453053,0.078368883
charge,[2008.       5.      14.      15.      58.      13.406],24,B0007,404,6141,06141.csv,,,
impedance,[2008.      5.     14.     18.     59.     38.89],24,B0007,405,6142,06142.csv,,0.055088579,0.078067012
discharge,[2008.      5.     14.     19.     31.     39.39],24,B0007,406,6143,06143.csv,1.529091650133123,,
impedance,[2008.      5.     14.     20.     22.     30.64],24,B0007,407,6144,06144.csv,,0.053291029799270764,0.077741801
charge,[2008.       5.      14.      20.      54.      30.671],24,B0007,408,6145,06145.csv,,,
impedance,[2008.       5.      14.      23.      55.      55.406],24,B0007,409,6146,06146.csv,,0.055778574185470456,0.078242698
discharge,[2008.       5.      15.       0.      27.      55.625],24,B0007,410,6147,06147.csv,1.5239059324661248,,
impedance,[2.008e+03 5.000e+00 1.500e+01 1.000e+00 1.800e+01 3.789e+01],24,B0007,411,6148,06148.csv,,0.05374268,0.077670306
